,Status,Address,City,Price,Property Type,Sub-Type,Building Size,Link,Year Built,Lot Size,Building Class,Cap Rate
999,For Sale,Portfolio of 2 Properties,"Paterson, New Jersey","$3,100,000",Multi Family,,"10,508 SF",https://www.loopnet.com/Listing/portfolio/21643639/,,,,
1000,For Sale,Portfolio of 3 Properties,"Trenton, New Jersey","$4,300,000",Mixed Types,,"169,912 SF",https://www.loopnet.com/Listing/portfolio/16776096/,,,,
1001,For Sale,"1514-1530 Kuser Rd, Hamilton, NJ","Hamilton, New Jersey","$1,325,000",Land,Commercial,,https://www.loopnet.com/Listing/1514-1530-Kuser-Rd-Hamilton-NJ/15107687/,,"221,720 SF",,
1002,For Sale,"1071 Route 47 S, Rio Grande, NJ","Rio Grande, New Jersey","$899,000",Land,Commercial,,https://www.loopnet.com/Listing/1071-Route-47-S-Rio-Grande-NJ/10887940/,,"60,984 SF",,
1003,For Sale,"201 11th St, Hammonton, NJ","Hammonton, New Jersey","$325,000",Office,Office Live/Work,"1,600 SF",https://www.loopnet.com/Listing/201-11th-St-Hammonton-NJ/5971189/,,,C,
1004,For Sale,"310 Main St, Toms River, NJ","Toms River, New Jersey",Price Upon Request,Office,Office,"20,000 SF",https://www.loopnet.com/Listing/310-Main-St-Toms-River-NJ/21777294/,,,B,
1005,For Sale,"51-57 McWhorter St, Newark, NJ","Newark, New Jersey",Price Upon Request,Land,Commercial,,https://www.loopnet.com/Listing/51-57-McWhorter-St-Newark-NJ/14817074/,,"22,002 SF",,
1006,For Sale,"301-325 Brunswick Ave, Trenton, NJ","Trenton, New Jersey","$1,250,000",Industrial,Warehouse,"23,000 SF",https://www.loopnet.com/Listing/301-325-Brunswick-Ave-Trenton-NJ/21778639/,,,C,
1007,For Sale,"3800 Route 9 S, Rio Grande, NJ","Rio Grande, New Jersey","$949,000",Specialty,Religious Facility,"8,000 SF",https://www.loopnet.com/Listing/3800-Route-9-S-Rio-Grande-NJ/23146525/,,,C,
1008,For Sale,"200-204 Railroad Ave, Hackensack, NJ","Hackensack, New Jersey","$2,800,000",Industrial,Warehouse,"29,000 SF",https://www.loopnet.com/Listing/200-204-Railroad-Ave-Hackensack-NJ/19531154/,,,C,
1009,For Sale,"600 N 2nd St, Millville, NJ","Millville, New Jersey","$349,000",Retail,Bank,"3,055 SF",https://www.loopnet.com/Listing/600-N-2nd-St-Millville-NJ/19031641/,,,B,
1010,For Sale,"222 S Broad St, Trenton, NJ","Trenton, New Jersey","$159,000",Office,Loft/Creative Space,"3,750 SF",https://www.loopnet.com/Listing/222-S-Broad-St-Trenton-NJ/12860415/,,,C,
1047,For Sale,"3405 Bataan Memorial W, Las Cruces, NM","Las Cruces, New Mexico","$1,375,000",Hospitality,Hotel,"17,800 SF",https://www.loopnet.com/Listing/3405-Bataan-Memorial-W-Las-Cruces-NM/23331043/,,,,
1048,For Sale,"114th & Central, Albuquerque, NM","Albuquerque, New Mexico","$749,232",Land,Industrial,,https://www.loopnet.com/Listing/114th-Central-Albuquerque-NM/13081743/,,"187,308 SF",,
1049,For Sale,"Turquoise & Northern Blvd, Rio Rancho, NM","Rio Rancho, New Mexico","$759,468",Land,Commercial,,https://www.loopnet.com/Listing/Turquoise-Northern-Blvd-Rio-Rancho-NM/6674758/,,"138,085 SF",,
1059,For Sale,"36 Railroad Ave, Frewsburg, NY","Frewsburg, New York","$499,000",Industrial,Manufacturing,"80,000 SF",https://www.loopnet.com/Listing/36-Railroad-Ave-Frewsburg-NY/3806508/,,,C,
1060,For Sale,"297 Mill St, Poughkeepsie, NY","Poughkeepsie, New York","$295,000",Office,Office Live/Work,"4,000 SF",https://www.loopnet.com/Listing/297-Mill-St-Poughkeepsie-NY/23720086/,,,B,
1061,For Sale,"53-55 W Sunrise Hwy, Freeport, NY","Freeport, New York","$3,318,000",Retail,Restaurant,"7,173 SF",https://www.loopnet.com/Listing/53-55-W-Sunrise-Hwy-Freeport-NY/23507431/,,,,5%
1062,For Sale,"915 Route 9W, Fort Montgomery, NY","Fort Montgomery, New York","$1,250,000",Land,Commercial,,https://www.loopnet.com/Listing/915-Route-9W-Fort-Montgomery-NY/23459105/,,"74,052 SF",,
1063,For Sale,"430 E Genesee St, Syracuse, NY","Syracuse, New York","$2,950,000",Office,Office/Residential,"81,810 SF",https://www.loopnet.com/Listing/430-E-Genesee-St-Syracuse-NY/23385554/,,,C,
1064,For Sale,"100 Green Meadows, Chester, NY","Chester, New York","$6,000,000",Land,Residential,,https://www.loopnet.com/Listing/100-Green-Meadows-Chester-NY/22778436/,,"2,154,478 SF",,
1065,For Sale,"70 Niagara St, Buffalo, NY","Buffalo, New York","$3,650,000",Office,Office,"28,100 SF",https://www.loopnet.com/Listing/70-Niagara-St-Buffalo-NY/22733011/,,,C,
1066,For Sale,"100 Main St, Lockport, NY","Lockport, New York","$500,000",Office,Medical,"3,500 SF",https://www.loopnet.com/Listing/100-Main-St-Lockport-NY/21557522/,,,B,
1067,For Sale,"111 Main St, Chester, NY","Chester, New York","$498,000",Office,Office Live/Work,"2,747 SF",https://www.loopnet.com/Listing/111-Main-St-Chester-NY/21246518/,,,B,
1068,For Sale,"40 Main Street Hudson, Philmont, NY","Philmont, New York","$1,200,000",Retail,Storefront Retail/Residential,"4,954 SF",https://www.loopnet.com/Listing/40-Main-Street-Hudson-Philmont-NY/21206921/,,,B,
1069,For Sale,"1139 Longfellow Ave, Bronx, NY","Bronx, New York","$2,700,000",Multifamily,Apartment,"11,000 SF",https://www.loopnet.com/Listing/1139-Longfellow-Ave-Bronx-NY/21103958/,,,,
1070,For Sale,"200 Paddy Creek Cir, Rochester, NY","Rochester, New York","$3,923,299",Retail,Restaurant,"5,432 SF",https://www.loopnet.com/Listing/200-Paddy-Creek-Cir-Rochester-NY/20998493/,,,,7%
1071,For Sale,"1205 Route 300, Newburgh, NY","Newburgh, New York","$2,369,270",Retail,Freestanding,"4,997 SF",https://www.loopnet.com/Listing/1205-Route-300-Newburgh-NY/20998466/,,,,7%
1072,For Sale,"5822 S Transit Rd, Lockport, NY","Lockport, New York","$2,957,407",Retail,Restaurant,"5,400 SF",https://www.loopnet.com/Listing/5822-S-Transit-Rd-Lockport-NY/20998305/,,,,7%
1073,For Sale,"1006 State Route 36, Hornell, NY","Hornell, New York","$3,560,302",Retail,Restaurant,"5,168 SF",https://www.loopnet.com/Listing/1006-State-Route-36-Hornell-NY/20995212/,,,,7%
1074,For Sale,"877 County Road 64, Elmira, NY","Elmira, New York","$2,964,892",Retail,Restaurant,"5,396 SF",https://www.loopnet.com/Listing/877-County-Road-64-Elmira-NY/20995083/,,,,7%
1075,For Sale,"856 Rt-13, Cortland, NY","Cortland, New York","$3,747,253",Retail,Freestanding,"4,510 SF",https://www.loopnet.com/Listing/856-Rt-13-Cortland-NY/20995015/,,,,7%
1076,For Sale,"820 Second Ave, New York, NY","New York, New York","$2,500,000",Office,Office,"2,400 SF",https://www.loopnet.com/Listing/820-Second-Ave-New-York-NY/20555979/,,,B,
1077,For Sale,"194 Boulevard, Kingston, NY","Kingston, New York","$995,000",Land,Commercial,,https://www.loopnet.com/Listing/194-Boulevard-Kingston-NY/17524646/,,"784,080 SF",,
1078,For Sale,"661 Dutchess Tpke, Poughkeepsie, NY","Poughkeepsie, New York",Price Upon Request,Retail,Retail,"1,500 SF",https://www.loopnet.com/Listing/661-Dutchess-Tpke-Poughkeepsie-NY/16304630/,,,C,
1079,For Sale,"130-140 W Main St, Rochester, NY","Rochester, New York",Price Upon Request,Office,Office,"47,888 SF",https://www.loopnet.com/Listing/130-140-W-Main-St-Rochester-NY/3691505/,,,,8%
1080,For Sale,"Gardner Hollow Rd, Poughquag, NY","Poughquag, New York","$150,000",Land,Commercial,,https://www.loopnet.com/Listing/Gardner-Hollow-Rd-Poughquag-NY/17908263/,,"81,893 SF",,
1081,For Sale,"299-311 Main St, Dansville, NY","Dansville, New York","$2,020,000",Office,Industr Live/Work,"29,499 SF",https://www.loopnet.com/Listing/299-311-Main-St-Dansville-NY/22813718/,,,,10.01%
1082,For Sale,Portfolio of 2 Properties,"Bronx, New York","$34,000,000",Mixed Types,,"20,000 SF",https://www.loopnet.com/Listing/portfolio/21581469/,,,,
1083,For Sale,"1275 Jerome Ave, Bronx, NY","Bronx, New York","$17,000,000",Specialty,Parking Garage,"20,000 SF",https://www.loopnet.com/Listing/1275-Jerome-Ave-Bronx-NY/21581266/,,,C,
1084,For Sale,"6290-6298 Robinson Rd, Lockport, NY","Lockport, New York","$475,000",Land,Commercial,,https://www.loopnet.com/Listing/6290-6298-Robinson-Rd-Lockport-NY/21558109/,,"148,104 SF",,
1085,For Sale,"40-42 Ruhlmann Rd, Lockport, NY","Lockport, New York","$375,000",Land,Commercial,,https://www.loopnet.com/Listing/40-42-Ruhlmann-Rd-Lockport-NY/21558020/,,"108,900 SF",,
1086,For Sale,"1298 Inwood Ave, Bronx, NY","Bronx, New York","$17,000,000",Land,Commercial,,https://www.loopnet.com/Listing/1298-Inwood-Ave-Bronx-NY/21538758/,,"19,998 SF",,
1087,For Sale,"64-82 Sheridan Ave, Albany, NY","Albany, New York",Price Upon Request,Specialty,Parking Lot,"23,522 SF",https://www.loopnet.com/Listing/64-82-Sheridan-Ave-Albany-NY/17810525/,,,C,
1088,For Sale,"2846 Webster Ave, Bronx, NY","Bronx, New York",Price Upon Request,Specialty,Parking Garage,"22,750 SF",https://www.loopnet.com/Listing/2846-Webster-Ave-Bronx-NY/15908762/,,,C,
1089,For Sale,"159 Main St, Goshen, NY","Goshen, New York","$2,600,000",Hospitality,Hotel,"23,431 SF",https://www.loopnet.com/Listing/159-Main-St-Goshen-NY/5970031/,,,,
1090,For Sale,"59 N Main St, Liberty, NY","Liberty, New York","$899,999",Office,Loft/Creative Space,"18,000 SF",https://www.loopnet.com/Listing/59-N-Main-St-Liberty-NY/23162677/,,,C,
1105,For Sale,"511 S Eastern Blvd, Fayetteville, NC","Fayetteville, North Carolina",Price Upon Request,Hospitality,Hotel,"72,760 SF",https://www.loopnet.com/Listing/511-S-Eastern-Blvd-Fayetteville-NC/23629600/,,,,
1106,For Sale,"205-207 N Myers St, Charlotte, NC","Charlotte, North Carolina",Price Upon Request,Office,Office,"5,172 SF",https://www.loopnet.com/Listing/205-207-N-Myers-St-Charlotte-NC/23678510/,,,C,
1107,For Sale,"230 Hay St, Fayetteville, NC","Fayetteville, North Carolina","$800,000",Office,Office,"6,663 SF",https://www.loopnet.com/Listing/230-Hay-St-Fayetteville-NC/23413085/,,,B,
1108,For Sale,"220 Castle St, Wilmington, NC","Wilmington, North Carolina","$729,000",Multifamily,Apartment,"2,459 SF",https://www.loopnet.com/Listing/220-Castle-St-Wilmington-NC/23207736/,,,,
1109,For Sale,"221 N 2nd St, Wilmington, NC","Wilmington, North Carolina","$3,075,000",Office,Office Live/Work,"12,528 SF",https://www.loopnet.com/Listing/221-N-2nd-St-Wilmington-NC/23206165/,,,B,
1110,For Sale,"000 Ridge Rd., Roxboro, NC","Roxboro, North Carolina","$119,000",Land,Commercial,,https://www.loopnet.com/Listing/000-Ridge-Rd-Roxboro-NC/23190832/,,"48,787 SF",,
1111,For Sale,"201 Hay St, Fayetteville, NC","Fayetteville, North Carolina","$7,700,000",Office,Office,"57,023 SF",https://www.loopnet.com/Listing/201-Hay-St-Fayetteville-NC/22931852/,,,,7.25%
1112,For Sale,"US 221/421 @ Bub Teems Rd, Boone, NC","Boone, North Carolina","$350,000 - $1,225,000",Land,Commercial,,https://www.loopnet.com/Listing/US-221-421-Bub-Teems-Rd-Boone-NC/22450789/,,"123,710 SF",,
1113,For Sale,"501 Anne St, Jacksonville, NC","Jacksonville, North Carolina","$2,000,000",Specialty,Religious Facility,"21,168 SF",https://www.loopnet.com/Listing/501-Anne-St-Jacksonville-NC/22421685/,,,C,
1114,For Sale,"219 E Johnston St, Smithfield, NC","Smithfield, North Carolina","$685,000",Office,Office,"11,744 SF",https://www.loopnet.com/Listing/219-E-Johnston-St-Smithfield-NC/22383115/,,,C,
1115,For Sale,"405 Meadowland Dr, Hillsborough, NC","Hillsborough, North Carolina","$975,000",Office,Medical,"6,500 SF",https://www.loopnet.com/Listing/405-Meadowland-Dr-Hillsborough-NC/21931379/,,,B,
1116,For Sale,"414 Chestnut St, Wilmington, NC","Wilmington, North Carolina","$1,250,000",Office,Medical,"5,475 SF",https://www.loopnet.com/Listing/414-Chestnut-St-Wilmington-NC/21791542/,,,,9.29%
1117,For Sale,"707 Schenck St, Shelby, NC","Shelby, North Carolina","$1,050,000",Office,Office,"12,513 SF",https://www.loopnet.com/Listing/707-Schenck-St-Shelby-NC/21684254/,,,B,
1118,For Sale,"510 S College St, Morganton, NC","Morganton, North Carolina","$650,000",Specialty,Schools,"37,930 SF",https://www.loopnet.com/Listing/510-S-College-St-Morganton-NC/21362481/,,,C,
1119,For Sale,"500 West St, Spindale, NC","Spindale, North Carolina","$2,250,000",Office,Office,"16,000 SF",https://www.loopnet.com/Listing/500-West-St-Spindale-NC/20499964/,,,,6.44%
1120,For Sale,"3400 Walsh Pky, Fayetteville, NC","Fayetteville, North Carolina","$5,600,000",Office,Office,"45,957 SF",https://www.loopnet.com/Listing/3400-Walsh-Pky-Fayetteville-NC/20311546/,,,A,
1121,For Sale,"12 Ruth St, Jacksonville, NC","Jacksonville, North Carolina","$239,900",Office,Office,"2,050 SF",https://www.loopnet.com/Listing/12-Ruth-St-Jacksonville-NC/20301668/,,,C,
1122,For Sale,"2900 White Oak River Rd, Maysville, NC","Maysville, North Carolina","$5,500,000",Land,Commercial,,https://www.loopnet.com/Listing/2900-White-Oak-River-Rd-Maysville-NC/20178551/,,"12,327,480 SF",,
1123,For Sale,"816 N Main St, Fuquay Varina, NC","Fuquay Varina, North Carolina","$3,050,000",Retail,Freestanding,"11,212 SF",https://www.loopnet.com/Listing/816-N-Main-St-Fuquay-Varina-NC/19755802/,,,B,
1124,For Sale,"214 E Cornelius Harnett Blvd, Lillington, NC","Lillington, North Carolina","$4,000,000",Land,Commercial,,https://www.loopnet.com/Listing/214-E-Cornelius-Harnett-Blvd-Lillington-NC/14862547/,,"1,396,969 SF",,
1125,For Sale,"2 New Century Dr, Asheboro, NC","Asheboro, North Carolina","$149,900",Land,Commercial,,https://www.loopnet.com/Listing/2-New-Century-Dr-Asheboro-NC/14371752/,,"139,392 SF",,
1126,For Sale,"25 Reed St, Asheville, NC","Asheville, North Carolina","$1,750,000",Office,Office/Residential,"6,600 SF",https://www.loopnet.com/Listing/25-Reed-St-Asheville-NC/3781574/,,,B,
1127,For Sale,"428 E 4th St, Charlotte, NC","Charlotte, North Carolina",Price Upon Request,Office,Office Live/Work,"41,000 SF",https://www.loopnet.com/Listing/428-E-4th-St-Charlotte-NC/22810429/,,,B,
1128,For Sale,"2142 Pax Hill Rd, Morganton, NC","Morganton, North Carolina","$1,500,000",Specialty,Schools,"41,315 SF",https://www.loopnet.com/Listing/2142-Pax-Hill-Rd-Morganton-NC/22065897/,1942,,,
1129,For Sale,"2809 E Millbrook Rd, Raleigh, NC","Raleigh, North Carolina","$2,789,500",Office,Office,"19,300 SF",https://www.loopnet.com/Listing/2809-E-Millbrook-Rd-Raleigh-NC/17984556/,,,B,
1205,For Sale,"Highway 2 & 146th Avenue NW, Williston, ND","Williston, North Dakota",Price Upon Request,Multifamily,Mobile Home Park,"2,198,298 SF",https://www.loopnet.com/Listing/Highway-2-146th-Avenue-NW-Williston-ND/23496326/,,,,
1206,For Sale,"2703 30th Ave NW, Minot, ND","Minot, North Dakota","$895,000",Land,Industrial,,https://www.loopnet.com/Listing/2703-30th-Ave-NW-Minot-ND/17812301/,,"847,242 SF",,
1207,For Sale,"Johnson St, Burlington, ND","Burlington, North Dakota","$17,900",Land,Residential,,https://www.loopnet.com/Listing/Johnson-St-Burlington-ND/14535802/,,"4,356 SF",,
1220,For Sale,"2323 Lake Club Dr, Columbus, OH","Columbus, Ohio",Price Upon Request,Office,Office,"56,185 SF",https://www.loopnet.com/Listing/2323-Lake-Club-Dr-Columbus-OH/16454373/,,,B,
1221,For Sale,"28 W Park Ave, Mansfield, OH","Mansfield, Ohio","$1,341,000",Office,Office,"53,220 SF",https://www.loopnet.com/Listing/28-W-Park-Ave-Mansfield-OH/23621382/,,,,8%
1222,For Sale,"347 N Dunbridge Rd, Bowling Green, OH","Bowling Green, Ohio","$4,608,000",Office,Office,"40,592 SF",https://www.loopnet.com/Listing/347-N-Dunbridge-Rd-Bowling-Green-OH/23601726/,,,,9%
1223,For Sale,"1216 E 81st St, Cleveland, OH","Cleveland, Ohio","$79,000",Multifamily,Multi Family,"1,950 SF",https://www.loopnet.com/Listing/1216-E-81st-St-Cleveland-OH/23170392/,,,,
1224,For Sale,Portfolio of 10 Properties,Multiple Cities,"$24,000,000",Mixed Types,,"238,373 SF",https://www.loopnet.com/Listing/portfolio/22572665/,,,,6.22%
1225,For Sale,"1405 County Road 1, South Point, OH","South Point, Ohio","$675,000",Office,Medical,"8,512 SF",https://www.loopnet.com/Listing/1405-County-Road-1-South-Point-OH/22360667/,,,B,
1226,For Sale,"1260 Monroe Ave, New Philadelphia, OH","New Philadelphia, Ohio","$5,355,000",Office,Medical,"78,743 SF",https://www.loopnet.com/Listing/1260-Monroe-Ave-New-Philadelphia-OH/22281578/,,,,10%
1227,For Sale,"812 E National Rd, Vandalia, OH","Vandalia, Ohio","$1,000,000",Office,Office,"10,000 SF",https://www.loopnet.com/Listing/812-E-National-Rd-Vandalia-OH/22152282/,,,C,
1228,For Sale,"515 Walnut St, East Liverpool, OH","East Liverpool, Ohio","$2,732,312",Specialty,Post Office,"7,246 SF",https://www.loopnet.com/Listing/515-Walnut-St-East-Liverpool-OH/21333258/,,,,5.45%
1229,For Sale,"2057 E Aurora Rd, Twinsburg, OH","Twinsburg, Ohio","$684,440",Industrial,Warehouse,"14,520 SF",https://www.loopnet.com/Listing/2057-E-Aurora-Rd-Twinsburg-OH/21270934/,,,B,
1230,For Sale,Portfolio of 6 Properties,"Youngstown, Ohio","$2,150,000",Multi Family,,"36,088 SF",https://www.loopnet.com/Listing/portfolio/20583650/,,"64,033 SF",,
1231,For Sale,"265 W Main St, Kent, OH","Kent, Ohio","$2,500,000",Office,Medical,"23,901 SF",https://www.loopnet.com/Listing/265-W-Main-St-Kent-OH/17457784/,,,,7.84%
1232,For Sale,"1335 Dublin Rd, Columbus, OH","Columbus, Ohio","$9,900,000",Office,Office,"127,237 SF",https://www.loopnet.com/Listing/1335-Dublin-Rd-Columbus-OH/17449780/,,,,8.82%
1233,For Sale,"221 S 6th St, Ironton, OH","Ironton, Ohio","$439,000",Office,Medical,"5,400 SF",https://www.loopnet.com/Listing/221-S-6th-St-Ironton-OH/14360248/,,,B,
1234,For Sale,"E Olive Rd, Dayton, OH","Dayton, Ohio","$100,000",Land,Commercial,,https://www.loopnet.com/Listing/E-Olive-Rd-Dayton-OH/6436614/,,"34,064 SF",,
1235,For Sale,"415 N Michigan St, Toledo, OH","Toledo, Ohio","$199,000",Office,Office,"3,360 SF",https://www.loopnet.com/Listing/415-N-Michigan-St-Toledo-OH/3782560/,,,C,
1236,For Sale,"4032 Linden Ave, Dayton, OH","Dayton, Ohio",Price Upon Request,Office,Office,"59,894 SF",https://www.loopnet.com/Listing/4032-Linden-Ave-Dayton-OH/21248960/,,,B,
1237,For Sale,"3772 Angola Rd, Toledo, OH","Toledo, Ohio","$189,000",Land,Agricultural,,https://www.loopnet.com/Listing/3772-Angola-Rd-Toledo-OH/16974268/,,"784,080 SF",,
1238,For Sale,"Center Street, Seville, OH","Seville, Ohio","$199,000",Land,Commercial,,https://www.loopnet.com/Listing/Center-Street-Seville-OH/23729084/,,"80,586 SF",,
1239,For Sale,"Bagley Rd @ Lewis Road, Olmsted Falls, OH","Olmsted Falls, Ohio","$380,000",Land,Commercial,,https://www.loopnet.com/Listing/Bagley-Rd-Lewis-Road-Olmsted-Falls-OH/3856214/,,"108,900 SF",,
1320,For Sale,"601-603 S Park Dr, Broken Bow, OK","Broken Bow, Oklahoma","$2,990,000",Retail,Freestanding,"49,245 SF",https://www.loopnet.com/Listing/601-603-S-Park-Dr-Broken-Bow-OK/23283392/,,,,7.19%
1325,For Sale,"1280 Center St NE, Salem, OR","Salem, Oregon","$1,750,000",Land,Commercial,,https://www.loopnet.com/Listing/1280-Center-St-NE-Salem-OR/21636045/,,"50,094 SF",,
1326,For Sale,"890 S 2nd St, Lebanon, OR","Lebanon, Oregon","$3,995,000",Office,Office,"29,975 SF",https://www.loopnet.com/Listing/890-S-2nd-St-Lebanon-OR/23601987/,,,B,
1327,For Sale,"76 W Bond St, Astoria, OR","Astoria, Oregon","$990,000",Multifamily,Dormitory,"3,907 SF",https://www.loopnet.com/Listing/76-W-Bond-St-Astoria-OR/22885214/,,,,
1328,For Sale,"Timbermill Dr, Klamath Falls, OR","Klamath Falls, Oregon","$884,000",Land,Commercial,,https://www.loopnet.com/Listing/Timbermill-Dr-Klamath-Falls-OR/21703283/,,"110,642 SF",,
1329,For Sale,"1224 NW Eastman Pky, Gresham, OR","Gresham, Oregon","$1,600,000",Industrial,Showroom,"2,520 SF",https://www.loopnet.com/Listing/1224-NW-Eastman-Pky-Gresham-OR/21352582/,,,C,
1330,For Sale,"3719 International Way, Medford, OR","Medford, Oregon","$2,400,000",Office,Office,"13,511 SF",https://www.loopnet.com/Listing/3719-International-Way-Medford-OR/22914414/,,,C,
1331,For Sale,"407-415 SE 2nd Ave, Hillsboro, OR","Hillsboro, Oregon","$750,000",Land,Commercial,,https://www.loopnet.com/Listing/407-415-SE-2nd-Ave-Hillsboro-OR/20693851/,,"12,197 SF",,
1360,For Sale,"8472 Allentown Pike, Blandon, PA","Blandon, Pennsylvania",Price Upon Request,Retail,Freestanding,"18,564 SF",https://www.loopnet.com/Listing/8472-Allentown-Pike-Blandon-PA/23426905/,,,C,
1361,For Sale,"1622 N Gratz St, Philadelphia, PA","Philadelphia, Pennsylvania","$169,000",Multifamily,Apartment,"1,485 SF",https://www.loopnet.com/Listing/1622-N-Gratz-St-Philadelphia-PA/23730153/,,,,
1362,For Sale,"401 Beechwood Ave, Mar Lin, PA","Mar Lin, Pennsylvania","$285,000",Office,Office,"2,500 SF",https://www.loopnet.com/Listing/401-Beechwood-Ave-Mar-Lin-PA/23721416/,,,,6%
1363,For Sale,"1845 S Easton Rd, Doylestown, PA","Doylestown, Pennsylvania","$2,000,000",Land,Commercial,,https://www.loopnet.com/Listing/1845-S-Easton-Rd-Doylestown-PA/23389916/,,"251,341 SF",,
1364,For Sale,"148 Gothier Ln, Grantville, PA","Grantville, Pennsylvania","$2,600,000",Multifamily,Mobile Home Park,"3,000 SF",https://www.loopnet.com/Listing/148-Gothier-Ln-Grantville-PA/23181160/,,,,
1365,For Sale,"211 N Olive St, Media, PA","Media, Pennsylvania","$1,290,000",Office,Office,"6,480 SF",https://www.loopnet.com/Listing/211-N-Olive-St-Media-PA/23157770/,,,B,
1366,For Sale,"125 Chester Ave, Yeadon, PA","Yeadon, Pennsylvania","$3,050,000",Retail,Storefront Retail/Residential,"35,135 SF",https://www.loopnet.com/Listing/125-Chester-Ave-Yeadon-PA/22786169/,,,,8.12%
1367,For Sale,"1860 Elmira St, Sayre, PA","Sayre, Pennsylvania","$3,309,944",Retail,Restaurant,"5,168 SF",https://www.loopnet.com/Listing/1860-Elmira-St-Sayre-PA/20998513/,,,,7%
1368,For Sale,"56-120 Plaza Ln, Wellsboro, PA","Wellsboro, Pennsylvania","$6,490,000",Retail,Storefront Retail/Office,"60,000 SF",https://www.loopnet.com/Listing/56-120-Plaza-Ln-Wellsboro-PA/20204605/,,,,5.96%
1369,For Sale,"305 Market St, Harrisburg, PA","Harrisburg, Pennsylvania","$595,000",Retail,Restaurant,"3,328 SF",https://www.loopnet.com/Listing/305-Market-St-Harrisburg-PA/16822583/,1900,,,
1370,For Sale,"599 Franklin Mills Cir, Philadelphia, PA","Philadelphia, Pennsylvania","$499,000",Land,Commercial,,https://www.loopnet.com/Listing/599-Franklin-Mills-Cir-Philadelphia-PA/12934945/,,"67,082 SF",,
1371,For Sale,Portfolio of 4 Properties,"Philadelphia, Pennsylvania",Price Upon Request,Mixed Types,,"110,207 SF",https://www.loopnet.com/Listing/portfolio/19962263/,,,,
1372,For Sale,"648 Gordon Nagle Trl, Pottsville, PA","Pottsville, Pennsylvania","$1,000,000",Land,Commercial,,https://www.loopnet.com/Listing/648-Gordon-Nagle-Trl-Pottsville-PA/16518579/,,"7,318,080 SF",,
1373,For Sale,"Victoria Rd @ Wallingford Rd, Springfield, PA","Springfield, Pennsylvania","$650,000",Land,Residential,,https://www.loopnet.com/Listing/Victoria-Rd-Wallingford-Rd-Springfield-PA/15926468/,,"78,408 SF",,
1374,For Sale,"442 Hamilton St W, Allentown, PA","Allentown, Pennsylvania",Price Upon Request,Specialty,Specialty,"96,500 SF",https://www.loopnet.com/Listing/442-Hamilton-St-W-Allentown-PA/13179053/,,,C,
1375,For Sale,"PA Turnpike 76 & I 83, New Cumberland, PA","New Cumberland, Pennsylvania",Price Upon Request,Land,Commercial,,https://www.loopnet.com/Listing/PA-Turnpike-76-I-83-New-Cumberland-PA/3932351/,,"1,742,400 SF",,
1376,For Sale,"600 Winding Creek Blvd, Mechanicsburg, PA","Mechanicsburg, Pennsylvania",Price Upon Request,Land,Commercial,,https://www.loopnet.com/Listing/600-Winding-Creek-Blvd-Mechanicsburg-PA/3929157/,,"382,065 SF",,
1377,For Sale,"800 Winding Creek Blvd, Mechanicsburg, PA","Mechanicsburg, Pennsylvania",Price Upon Request,Land,Commercial,,https://www.loopnet.com/Listing/800-Winding-Creek-Blvd-Mechanicsburg-PA/3866050/,,"262,405 SF",,
1450,For Sale,"275-287 Eddie Dowling Hwy, North Smithfield, RI","North Smithfield, Rhode Island","$4,500,000",Office,Office,"20,000 SF",https://www.loopnet.com/Listing/275-287-Eddie-Dowling-Hwy-North-Smithfield-RI/6333898/,,,B,
1451,For Sale,"275-287 Eddie Dowling Hwy, North Smithfield, RI","North Smithfield, Rhode Island","$1,500,000",Land,Commercial,,https://www.loopnet.com/Listing/275-287-Eddie-Dowling-Hwy-North-Smithfield-RI/5840717/,,"100,188 SF",,
1460,For Sale,"3368 E Railroad Ave, Bamberg, SC","Bamberg, South Carolina",Price Upon Request,Retail,Fast Food,"3,100 SF",https://www.loopnet.com/Listing/3368-E-Railroad-Ave-Bamberg-SC/22787622/,,,C,
1461,For Sale,"1452 W Wade Hampton Blvd, Greer, SC","Greer, South Carolina","$1,975,000",Land,Commercial,,https://www.loopnet.com/Listing/1452-W-Wade-Hampton-Blvd-Greer-SC/23146862/,,"217,800 SF",,
1462,For Sale,"1450 John B White Sr Blvd, Spartanburg, SC","Spartanburg, South Carolina","$1,800,000",Retail,Bank,"11,546 SF",https://www.loopnet.com/Listing/1450-John-B-White-Sr-Blvd-Spartanburg-SC/18357825/,,,B,
1463,For Sale,"1113 Taylor St, Columbia, SC","Columbia, South Carolina","$250,000",Retail,Storefront,"2,200 SF",https://www.loopnet.com/Listing/1113-Taylor-St-Columbia-SC/17286929/,,,C,
1464,For Sale,"I-385 Lake View, Simpsonville, SC","Simpsonville, South Carolina","$299,000",Land,Commercial,,https://www.loopnet.com/Listing/I-385-Lake-View-Simpsonville-SC/3890036/,,"35,218 SF",,
1465,For Sale,"2201 Boundary St, Beaufort, SC","Beaufort, South Carolina","$225,000",Office,Office,"2,362 SF",https://www.loopnet.com/Listing/2201-Boundary-St-Beaufort-SC/21099282/,,,B,
